code,term,dmd_id,dmd_type,bnf_code
35920311000001103,Tramadol 100mg modified-release tablets,35920311000001103,VMP,040702040AAACAC
35920611000001108,Tramadol 150mg modified-release tablets,35920611000001108,VMP,040702040AAADAD
35920811000001107,Tramadol 200mg modified-release tablets,35920811000001107,VMP,040702040AAAEAE
35940111000001103,Tramadol 50mg modified-release capsules,35940111000001103,VMP,040702040AAAGAG
28838511000001107,Tramadol 50mg modified-release capsules,28838511000001107,AMP,040702040AAAGAG
40589011000001102,Tramadol 50mg modified-release capsules,40589011000001102,AMP,040702040AAAGAG
35920211000001106,Tramadol 100mg modified-release capsules,35920211000001106,VMP,040702040AAAHAH
28839311000001107,Tramadol 100mg modified-release capsules,28839311000001107,AMP,040702040AAAHAH
40589411000001106,Tramadol 100mg modified-release capsules,40589411000001106,AMP,040702040AAAHAH
35920511000001109,Tramadol 150mg modified-release capsules,35920511000001109,VMP,040702040AAAIAI
28840111000001101,Tramadol 150mg modified-release capsules,28840111000001101,AMP,040702040AAAIAI
40589611000001109,Tramadol 150mg modified-release capsules,40589611000001109,AMP,040702040AAAIAI
35920711000001104,Tramadol 200mg modified-release capsules,35920711000001104,VMP,040702040AAAJAJ
28844211000001104,Tramadol 200mg modified-release capsules,28844211000001104,AMP,040702040AAAJAJ
40589811000001108,Tramadol 200mg modified-release capsules,40589811000001108,AMP,040702040AAAJAJ
35920911000001102,Tramadol 300mg modified-release tablets,35920911000001102,VMP,040702040AAAMAM
35921011000001105,Tramadol 400mg modified-release tablets,35921011000001105,VMP,040702040AAANAN
35921211000001100,Tramadol 75mg modified-release tablets,35921211000001100,VMP,040702040AAAPAP
12037411000001103,Tramadol 50mg modified-release tablets,12037411000001103,VMP,040702040AAAYAY
306311000001100,Zydol SR 100mg tablets,306311000001100,AMP,040702040BBACAC
362111000001102,Zydol SR 150mg tablets,362111000001102,AMP,040702040BBADAD
315611000001102,Zydol SR 200mg tablets,315611000001102,AMP,040702040BBAEAE
139611000001100,Zydol XL 150mg tablets,139611000001100,AMP,040702040BBAGAD
142111000001100,Zydol XL 200mg tablets,142111000001100,AMP,040702040BBAHAE
929211000001103,Zydol XL 300mg tablets,929211000001103,AMP,040702040BBAIAM
461411000001108,Zydol XL 400mg tablets,461411000001108,AMP,040702040BBAJAN
11985311000001102,Zydol SR 50mg tablets,11985311000001102,AMP,040702040BBAKAY
21011000001101,Zamadol SR 50mg capsules,21011000001101,AMP,040702040BDABAG
331011000001101,Zamadol SR 100mg capsules,331011000001101,AMP,040702040BDACAH
711511000001103,Zamadol SR 150mg capsules,711511000001103,AMP,040702040BDADAI
9411000001102,Zamadol SR 200mg capsules,9411000001102,AMP,040702040BDAEAJ
9532211000001106,Zamadol 24hr 150mg modified-release tablets,9532211000001106,AMP,040702040BDAHAD
9532611000001108,Zamadol 24hr 200mg modified-release tablets,9532611000001108,AMP,040702040BDAIAE
9532911000001102,Zamadol 24hr 300mg modified-release tablets,9532911000001102,AMP,040702040BDAJAM
9533211000001100,Zamadol 24hr 400mg modified-release tablets,9533211000001100,AMP,040702040BDAKAN
424611000001103,Dromadol SR 75mg tablets,424611000001103,AMP,040702040BEAAAP
216911000001105,Dromadol SR 100mg tablets,216911000001105,AMP,040702040BEABAC
919611000001108,Dromadol SR 150mg tablets,919611000001108,AMP,040702040BEACAD
278411000001105,Dromadol SR 200mg tablets,278411000001105,AMP,040702040BEADAE
847811000001101,Dromadol XL 150mg tablets,847811000001101,AMP,040702040BEAEAD
109211000001105,Dromadol XL 200mg tablets,109211000001105,AMP,040702040BEAFAE
17411000001109,Dromadol XL 300mg tablets,17411000001109,AMP,040702040BEAGAM
805511000001101,Dromadol XL 400mg tablets,805511000001101,AMP,040702040BEAHAN
9100811000001106,Larapam SR 100mg tablets,9100811000001106,AMP,040702040BGAAAC
9101011000001109,Larapam SR 150mg tablets,9101011000001109,AMP,040702040BGABAD
9101211000001104,Larapam SR 200mg tablets,9101211000001104,AMP,040702040BGACAE
10228111000001105,Mabron 100mg modified-release tablets,10228111000001105,AMP,040702040BHAAAC
10228311000001107,Mabron 150mg modified-release tablets,10228311000001107,AMP,040702040BHABAD
10228511000001101,Mabron 200mg modified-release tablets,10228511000001101,AMP,040702040BHACAE
20475011000001102,Mabron 100mg modified-release tablets,20475011000001102,AMP,040702040BHADAC
20475211000001107,Mabron 150mg modified-release tablets,20475211000001107,AMP,040702040BHAEAD
20475411000001106,Mabron 200mg modified-release tablets,20475411000001106,AMP,040702040BHAFAE
11054611000001106,Tradorec XL 100mg tablets,11054611000001106,AMP,040702040BIAAAC
11054811000001105,Tradorec XL 200mg tablets,11054811000001105,AMP,040702040BIABAE
11055011000001100,Tradorec XL 300mg tablets,11055011000001100,AMP,040702040BIACAM
11592111000001101,Tramquel SR 50mg capsules,11592111000001101,AMP,040702040BJAAAG
11592311000001104,Tramquel SR 100mg capsules,11592311000001104,AMP,040702040BJABAH
11592511000001105,Tramquel SR 150mg capsules,11592511000001105,AMP,040702040BJACAI
11592711000001100,Tramquel SR 200mg capsules,11592711000001100,AMP,040702040BJADAJ
12790311000001100,Tramulief SR 100mg tablets,12790311000001100,AMP,040702040BKAAAC
12790511000001106,Tramulief SR 150mg tablets,12790511000001106,AMP,040702040BKABAD
12790811000001109,Tramulief SR 200mg tablets,12790811000001109,AMP,040702040BKACAE
12869811000001101,Zeridame SR 100mg tablets,12869811000001101,AMP,040702040BLAAAC
12871211000001106,Zeridame SR 150mg tablets,12871211000001106,AMP,040702040BLABAD
12871611000001108,Zeridame SR 200mg tablets,12871611000001108,AMP,040702040BLACAE
12948411000001105,Nobligan retard 100mg tablets,12948411000001105,AMP,040702040BMAAAC
14954011000001100,Marol 100mg modified-release tablets,14954011000001100,AMP,040702040BNAAAC
14954211000001105,Marol 150mg modified-release tablets,14954211000001105,AMP,040702040BNABAD
14954411000001109,Marol 200mg modified-release tablets,14954411000001109,AMP,040702040BNACAE
19624411000001108,Marol 200mg modified-release tablets,19624411000001108,AMP,040702040BNADAE
19624611000001106,Marol 150mg modified-release tablets,19624611000001106,AMP,040702040BNAEAD
19624811000001105,Marol 100mg modified-release tablets,19624811000001105,AMP,040702040BNAFAC
14977411000001101,Maxitram SR 50mg capsules,14977411000001101,AMP,040702040BPAAAG
14977211000001100,Maxitram SR 100mg capsules,14977211000001100,AMP,040702040BPABAH
14977011000001105,Maxitram SR 150mg capsules,14977011000001105,AMP,040702040BPACAI
14976811000001101,Maxitram SR 200mg capsules,14976811000001101,AMP,040702040BPADAJ
14983211000001101,Oldaram 100mg modified-release tablets,14983211000001101,AMP,040702040BQAAAC
14983411000001102,Oldaram 150mg modified-release tablets,14983411000001102,AMP,040702040BQABAD
14983611000001104,Oldaram 200mg modified-release tablets,14983611000001104,AMP,040702040BQACAE
19308911000001107,Aceon 100mg modified-release tablets,19308911000001107,AMP,040702040BRAAAC
19309111000001102,Aceon 150mg modified-release tablets,19309111000001102,AMP,040702040BRABAD
19309311000001100,Aceon 200mg modified-release tablets,19309311000001100,AMP,040702040BRACAE
21692911000001105,Tilodol SR 100mg tablets,21692911000001105,AMP,040702040BSAAAC
21694511000001108,Tilodol SR 150mg tablets,21694511000001108,AMP,040702040BSABAD
21695111000001100,Tilodol SR 200mg tablets,21695111000001100,AMP,040702040BSACAE
21964211000001106,Invodol SR 100mg tablets,21964211000001106,AMP,040702040BTAAAC
21964411000001105,Invodol SR 150mg tablets,21964411000001105,AMP,040702040BTABAD
21964611000001108,Invodol SR 200mg tablets,21964611000001108,AMP,040702040BTACAE
24636911000001106,Maneo 100mg modified-release tablets,24636911000001106,AMP,040702040BUAAAC
24637211000001100,Maneo 150mg modified-release tablets,24637211000001100,AMP,040702040BUABAD
24637511000001102,Maneo 200mg modified-release tablets,24637511000001102,AMP,040702040BUACAE
34534911000001109,Zytram SR 150mg tablets,34534911000001109,AMP,040702040BVAAAD
34535311000001107,Zytram SR 75mg tablets,34535311000001107,AMP,040702040BVABAP
34535811000001103,Zytram SR 100mg tablets,34535811000001103,AMP,040702040BVACAC
34536311000001102,Zytram SR 200mg tablets,34536311000001102,AMP,040702040BVADAE
34733411000001103,Brimisol PR 100mg tablets,34733411000001103,AMP,040702040BWAAAC
38811311000001100,Brimisol PR 200mg tablets,38811311000001100,AMP,040702040BWABAE
36057211000001102,Hydromorphone 16mg modified-release capsules,36057211000001102,VMP,040702050AAAAAA
36057311000001105,Hydromorphone 24mg modified-release capsules,36057311000001105,VMP,040702050AAABAB
36057711000001109,Hydromorphone 8mg modified-release capsules,36057711000001109,VMP,040702050AAACAC
36057411000001103,Hydromorphone 2mg modified-release capsules,36057411000001103,VMP,040702050AAAFAF
36057611000001100,Hydromorphone 4mg modified-release capsules,36057611000001100,VMP,040702050AAAGAG
3869411000001108,Palladone SR 2mg capsules,3869411000001108,AMP,040702050BBACAF
3838511000001105,Palladone SR 4mg capsules,3838511000001105,AMP,040702050BBADAG
3870411000001105,Palladone SR 8mg capsules,3870411000001105,AMP,040702050BBAEAC
4001411000001107,Palladone SR 16mg capsules,4001411000001107,AMP,040702050BBAFAA
4004111000001104,Palladone SR 24mg capsules,4004111000001104,AMP,040702050BBAGAB
36120011000001101,Fentanyl 25micrograms/hour transdermal patches,36120011000001101,VMP,0407020A0AAAEAE
15023811000001107,Fentanyl 25micrograms/hour transdermal patches,15023811000001107,AMP,0407020A0AAAEAE
10724711000001109,Fentanyl 25micrograms/hour transdermal patches,10724711000001109,AMP,0407020A0AAAEAE
13440611000001102,Fentanyl 25micrograms/hour transdermal patches,13440611000001102,AMP,0407020A0AAAEAE
36120211000001106,Fentanyl 50micrograms/hour transdermal patches,36120211000001106,VMP,0407020A0AAAFAF
15024011000001104,Fentanyl 50micrograms/hour transdermal patches,15024011000001104,AMP,0407020A0AAAFAF
10724911000001106,Fentanyl 50micrograms/hour transdermal patches,10724911000001106,AMP,0407020A0AAAFAF
13440811000001103,Fentanyl 50micrograms/hour transdermal patches,13440811000001103,AMP,0407020A0AAAFAF
36120311000001103,Fentanyl 75micrograms/hour transdermal patches,36120311000001103,VMP,0407020A0AAAGAG
15024211000001109,Fentanyl 75micrograms/hour transdermal patches,15024211000001109,AMP,0407020A0AAAGAG
10725111000001107,Fentanyl 75micrograms/hour transdermal patches,10725111000001107,AMP,0407020A0AAAGAG
13441011000001100,Fentanyl 75micrograms/hour transdermal patches,13441011000001100,AMP,0407020A0AAAGAG
36119911000001103,Fentanyl 100micrograms/hour transdermal patches,36119911000001103,VMP,0407020A0AAAHAH
15024411000001108,Fentanyl 100micrograms/hour transdermal patches,15024411000001108,AMP,0407020A0AAAHAH
